rating,review
5,"Great little transitional piece. i bought the blk/blk floral one & it's not your usual top. sort of quirky & one of a kind looking. i think it's crazy comfortable & i just love it! even its a bit chilly outdoors, toss on a scarf round one's neck & head on out. not the kind of top you'd wear with a jacket."
4,"This is a beautiful blouse that runs one to two sizes too small. i usually wear an 8, maybe a 10 on a bad day. i couldn't get into the 8, the 10 was uncomfortably tight, and even the 12 was snug (i haven't worn a size 12 anything since i was pregnant years ago). i think this blouse would look best on a woman without any curves as it adds curves to any woman's body. since i already have curves, i felt like jessica rabbit in this blouse. it was too much for me. again, lovely blouse, but i would no"
4,I probably have 10 pairs of pilcro jeans and pants and most of the jeans are the skinny fit. i wanted something that wasn't a skinny fit so i thought i would try these straight fit jeans thinking they would be skinny but they also wouldn't be loose. just got them today and when i tried them on they were tighter then the skinny jeans i just took off. i guess i agree with the other reviewers that they fit like a glove. so if that's what you're looking for these will be great.
3,"This top is very cute, but i found it runs small in the bust, which is unusual for maeve. i will have to return it. you may want to size up, if you have a generous bust."
5,It's exactly how it appears in the pictures-awesome shirt
5,Loved this online and even better in person. inner lining is like a cozy sweatshirt!
5,"I ordered this jacket to complement the larkin dress by moulinette soeurs, which i planned to wear to a funeral. the pair together were perfect. the jacket added just the right touch in fashion and practical warmth on a sunny but chilly february morning in alexandria, va. i ordered my usual size and it fit perfectly, if not a tad bit large. but then i'm not very tall so occasionally items have more material than i need. but i never worry about that since it doesn't usually affect the lines of th"
1,"I was able to get this on sale. when it arrived, it was missing half of the rhinestones. i am very surprised that this top would be sent out this way. it also was missing the little bag with extra stones. i'm reaching out and wondering if anyone else has experienced this and is there a store that sells rhinestones like the one on the blouse? any help from anyone would be appreciated. i hate to part with this, but where was quality control?"
5,Super cute and flow. mine had a bit of stitching problem so i am exchanging it for the same thing. fabric feels great. def recommend
4,"These shipped fast!!! the fit is good. these shorts have some stretch to them, which is nice. there is a green/blue color in the fine detail making them versatile with a few different colors of tops. true to size. the length is perfect for my taste. i am 5'7""."
5,"I was pleasantly surprised when i received this top in the mail. i expected the top to be more of a tee shirt but it is very soft and more like a light sweater. i feel the sizing is true-to-size but the design is not meant to be close to the body. for me, the shoulders and length were perfect.

this top is all about the sleeves. matador? perhaps, but it was the sleeves that attracted me to this sweater. i will wear with with a vest, skinny jeans and booties."
